entrez_gene_id,hugo_symbol,average_expression,number_of_tumour_samples,cancer_type,dataset_name,is_oncogene,is_tumor_suppressor_gene
59,ACTA2,41447.026581,253,SARC,cBioPortal,,
710,SERPING1,68116.415055,366,LIHC,cBioPortal,,
1915,EEF1A1,71824.886166,253,SARC,cBioPortal,,
2335,FN1,106353.953922,1082,BRCA,cBioPortal,,
3936,LCP1,36407.231250,48,DLBC,cBioPortal,No,No
1938,EEF2,43996.362665,484,LUSC,cBioPortal,,
3856,KRT8,59142.815862,87,MESO,cBioPortal,,
629,CFB,111753.843492,366,LIHC,cBioPortal,,
1938,EEF2,45693.420225,178,PCPG,cBioPortal,,
8140,SLC7A5,34974.195625,80,UVM,cBioPortal,,
6678,SPARC,66422.853842,177,PAAD,cBioPortal,,
1534,CYB561,58569.062640,178,PCPG,cBioPortal,,
26986,PABPC1,38560.712252,484,LUSC,cBioPortal,,
3827,KNG1,63670.269494,366,LIHC,cBioPortal,,
7117,TMSL3,48347.544137,510,LUAD,cBioPortal,,
4627,MYH9,40667.866403,253,SARC,cBioPortal,No,No
975,CD81,40016.707500,80,UVM,cBioPortal,,
6218,RPS17,39628.260208,48,DLBC,cBioPortal,,
3106,HLA-B,56850.512069,87,MESO,cBioPortal,No,Yes
26986,PABPC1,41996.835568,300,OV,cBioPortal,,
2597,GAPDH,109922.615789,57,UCS,cBioPortal,,
7316,UBC,31914.918872,514,LGG,cBioPortal,,
1938,EEF2,69524.414583,48,DLBC,cBioPortal,,
226,ALDOA,49508.745230,283,KIRP,cBioPortal,,
6678,SPARC,32823.365845,515,HNSC,cBioPortal,,
226,ALDOA,34642.806798,178,PCPG,cBioPortal,,
3856,KRT8,41239.183472,407,BLCA,cBioPortal,,
3312,HSPA8,31025.992953,149,TGCT,cBioPortal,,
718,C3,148864.973563,87,MESO,cBioPortal,,
6194,RPS6,55376.253997,300,OV,cBioPortal,,
5340,PLG,35965.903137,366,LIHC,cBioPortal,,
283120,H19,35051.706287,300,OV,cBioPortal,,
10399,GNB2L1,36410.631118,493,PRAD,cBioPortal,,
5315,PKM2,56985.838058,515,HNSC,cBioPortal,,
1915,EEF1A1,105271.017267,493,PRAD,cBioPortal,,
1278,COL1A2,46374.289666,412,STAD,cBioPortal,,
3075,CFH,52804.034803,366,LIHC,cBioPortal,,
71,ACTG1,74596.598870,177,PAAD,cBioPortal,No,Yes
653509,SFTPA1,42486.308790,510,LUAD,cBioPortal,,
26986,PABPC1,55179.208183,173,LAML,cBioPortal,,
7178,TPT1,60752.988339,283,KIRP,cBioPortal,,
5406,PNLIP,143241.630560,177,PAAD,cBioPortal,,
60,ACTB,70138.338750,80,UVM,cBioPortal,No,No
7077,TIMP2,34115.616957,253,SARC,cBioPortal,,
7431,VIM,40403.666495,527,UCEC,cBioPortal,,
203068,TUBB,37353.302500,80,UVM,cBioPortal,,
6203,RPS9,41123.780672,119,THYM,cBioPortal,,
6202,RPS8,55772.070833,48,DLBC,cBioPortal,,
1915,EEF1A1,66975.462568,366,LIHC,cBioPortal,,
6176,RPLP1,33905.178845,407,BLCA,cBioPortal,,
2752,GLUL,95952.246344,366,LIHC,cBioPortal,,
1114,CHGB,842306.817191,178,PCPG,cBioPortal,,
7184,HSP90B1,36570.894648,497,THCA,cBioPortal,,
6678,SPARC,131438.079842,253,SARC,cBioPortal,,
60,ACTB,74699.213388,366,LIHC,cBioPortal,No,No
7316,UBC,53568.376699,515,HNSC,cBioPortal,,
3817,KLK2,133022.684458,493,PRAD,cBioPortal,No,No
2335,FN1,33694.533860,57,UCS,cBioPortal,,
7316,UBC,38877.016708,407,BLCA,cBioPortal,,
3105,HLA-A,31965.114665,592,COADREAD,cBioPortal,No,Yes
6122,RPL3,34544.575092,1082,BRCA,cBioPortal,,
1277,COL1A1,79304.785374,484,LUSC,cBioPortal,Yes,No
302,ANXA2,32779.066831,177,PAAD,cBioPortal,,
3106,HLA-B,59872.066667,294,CESC,cBioPortal,No,Yes
6191,RPS4X,51228.227517,149,TGCT,cBioPortal,,
5315,PKM2,48769.639474,76,SKCM,cBioPortal,,
5315,PKM2,35107.030797,527,UCEC,cBioPortal,,
4069,LYZ,37930.917695,177,PAAD,cBioPortal,,
1277,COL1A1,140933.246093,1082,BRCA,cBioPortal,Yes,No
63827,BCAN,76087.151349,514,LGG,cBioPortal,,
6168,RPL37A,34515.912281,57,UCS,cBioPortal,,
7117,TMSL3,109989.189583,48,DLBC,cBioPortal,,
2,A2M,45128.549091,253,SARC,cBioPortal,,
9168,TMSB10,33837.965782,294,CESC,cBioPortal,,
7431,VIM,115075.230263,76,SKCM,cBioPortal,,
1938,EEF2,86762.021538,65,KICH,cBioPortal,,
5660,PSAP,42883.799611,514,LGG,cBioPortal,,
1509,CTSD,81359.416042,283,KIRP,cBioPortal,,
64065,PERP,57535.587604,515,HNSC,cBioPortal,,
348,APOE,215055.222650,366,LIHC,cBioPortal,,
729238,SFTPA2,89688.588721,510,LUAD,cBioPortal,,
6188,RPS3,31819.076389,36,CHOL,cBioPortal,,
6277,S100A6,34463.410483,412,STAD,cBioPortal,,
60,ACTB,111221.222115,527,UCEC,cBioPortal,No,No
6414,SEPP1,64843.311940,366,LIHC,cBioPortal,,
3875,KRT18,47229.588806,36,CHOL,cBioPortal,,
5176,SERPINF1,31241.707125,80,UVM,cBioPortal,,
6202,RPS8,35906.255705,149,TGCT,cBioPortal,,
972,CD74,40973.696668,515,HNSC,cBioPortal,Yes,No
1191,CLU,195327.349353,139,GBM,cBioPortal,,
1509,CTSD,73287.153750,80,UVM,cBioPortal,,
6130,RPL7A,38786.960417,48,DLBC,cBioPortal,,
6223,RPS19,67241.626250,80,UVM,cBioPortal,,
26986,PABPC1,44554.030697,412,STAD,cBioPortal,,
7178,TPT1,84215.384252,592,COADREAD,cBioPortal,,
6176,RPLP1,34364.435627,592,COADREAD,cBioPortal,,
6194,RPS6,42518.066263,527,UCEC,cBioPortal,,
3320,HSP90AA1,36299.070420,412,STAD,cBioPortal,Yes,No
7045,TGFBI,38494.564773,510,KIRC,cBioPortal,,
7178,TPT1,70720.524160,412,STAD,cBioPortal,,
6202,RPS8,31082.065736,493,PRAD,cBioPortal,,
60,ACTB,120488.454300,407,BLCA,cBioPortal,No,No
6678,SPARC,102494.470058,514,LGG,cBioPortal,,
6222,RPS18,41223.355462,119,THYM,cBioPortal,,
6124,RPL4,72939.235000,80,UVM,cBioPortal,,
1277,COL1A1,127480.375263,57,UCS,cBioPortal,Yes,No
1291,COL6A1,39168.193678,87,MESO,cBioPortal,,
2335,FN1,54564.658804,484,LUSC,cBioPortal,,
6143,RPL19,30977.883735,407,BLCA,cBioPortal,,
6143,RPL19,60863.464583,48,DLBC,cBioPortal,,
1915,EEF1A1,120995.873642,497,THCA,cBioPortal,,
3326,HSP90AB1,31165.583158,527,UCEC,cBioPortal,No,No
7117,TMSL3,44223.389705,407,BLCA,cBioPortal,,
71,ACTG1,158405.568750,80,UVM,cBioPortal,No,Yes
4155,MBP,57366.170769,514,LGG,cBioPortal,,
6143,RPL19,38961.269128,149,TGCT,cBioPortal,,
1718,DHCR24,39400.691268,366,LIHC,cBioPortal,,
3853,KRT6A,350723.286338,515,HNSC,cBioPortal,,
71,ACTG1,55466.473462,78,ACC,cBioPortal,No,Yes
6175,RPLP0,61144.428750,80,UVM,cBioPortal,,
7117,TMSL3,44607.541655,300,OV,cBioPortal,,
2597,GAPDH,172064.740268,149,TGCT,cBioPortal,,
6188,RPS3,39899.966036,592,COADREAD,cBioPortal,,
151887,CCDC80,32667.658655,87,MESO,cBioPortal,,
441032,EEF1A1P9,31624.157730,173,LAML,cBioPortal,,
1281,COL3A1,129622.618384,177,PAAD,cBioPortal,,
259,AMBP,168392.564142,366,LIHC,cBioPortal,,
2023,ENO1,54965.729732,149,TGCT,cBioPortal,,
476,ATP1A1,62594.992222,36,CHOL,cBioPortal,Yes,Yes
7178,TPT1,56271.833557,149,TGCT,cBioPortal,,
5315,PKM2,52190.089583,48,DLBC,cBioPortal,,
5660,PSAP,64861.006250,48,DLBC,cBioPortal,,
3122,HLA-DRA,34088.654029,510,LUAD,cBioPortal,,
6124,RPL4,32119.979074,497,THCA,cBioPortal,,
6191,RPS4X,42421.673862,592,COADREAD,cBioPortal,,
7178,TPT1,79159.782877,173,LAML,cBioPortal,,
6158,RPL28,66155.075625,48,DLBC,cBioPortal,,
7117,TMSL3,63768.172372,253,SARC,cBioPortal,,
6222,RPS18,95142.651250,80,UVM,cBioPortal,,
6224,RPS20,36469.434564,149,TGCT,cBioPortal,,
720,C4A,32124.213042,283,KIRP,cBioPortal,,
2495,FTH1,33826.288605,294,CESC,cBioPortal,,
7076,TIMP1,38845.264253,87,MESO,cBioPortal,,
3326,HSP90AB1,51399.450537,149,TGCT,cBioPortal,No,No
3853,KRT6A,175672.767751,181,ESCA,cBioPortal,,
1915,EEF1A1,103044.020690,87,MESO,cBioPortal,,
125144,NCRNA00188,43207.254375,80,UVM,cBioPortal,,
6175,RPLP0,39276.443292,173,LAML,cBioPortal,,
3106,HLA-B,30805.851026,78,ACC,cBioPortal,No,Yes
71,ACTG1,69129.304348,253,SARC,cBioPortal,No,Yes
3875,KRT18,51804.060908,87,MESO,cBioPortal,,
811,CALR,33115.535088,57,UCS,cBioPortal,Yes,No
1571,CYP2E1,82000.174312,366,LIHC,cBioPortal,,
64065,PERP,32091.987340,294,CESC,cBioPortal,,
6194,RPS6,31618.025000,36,CHOL,cBioPortal,,
2597,GAPDH,94014.202156,527,UCEC,cBioPortal,,
7431,VIM,34426.075693,173,LAML,cBioPortal,,
10457,GPNMB,48736.977763,76,SKCM,cBioPortal,,
6122,RPL3,48088.671141,149,TGCT,cBioPortal,,
26986,PABPC1,71640.976560,407,BLCA,cBioPortal,,
6770,STAR,103488.504795,78,ACC,cBioPortal,,
5757,PTMA,31880.190145,300,OV,cBioPortal,,
5270,SERPINE2,52524.979211,76,SKCM,cBioPortal,,
3852,KRT5,357648.409396,515,HNSC,cBioPortal,,
3852,KRT5,51418.727368,76,SKCM,cBioPortal,,
4256,MGP,41912.295483,1082,BRCA,cBioPortal,,
7117,TMSL3,37429.948639,294,CESC,cBioPortal,,
2023,ENO1,39655.242105,57,UCS,cBioPortal,,
2597,GAPDH,57853.330481,173,LAML,cBioPortal,,
6156,RPL30,32290.613542,48,DLBC,cBioPortal,,
3106,HLA-B,40947.693988,412,STAD,cBioPortal,No,Yes
2512,FTL,52232.739102,412,STAD,cBioPortal,,
3861,KRT14,436716.229292,515,HNSC,cBioPortal,,
6202,RPS8,41506.728649,300,OV,cBioPortal,,
972,CD74,37777.766615,65,KICH,cBioPortal,Yes,No
1583,CYP11A1,38651.448923,78,ACC,cBioPortal,,
2597,GAPDH,115721.735417,48,DLBC,cBioPortal,,
720,C4A,33424.697782,119,THYM,cBioPortal,,
3488,IGFBP5,32284.004216,1082,BRCA,cBioPortal,,
3872,KRT17,63313.947746,484,LUSC,cBioPortal,,
3326,HSP90AB1,33756.279779,407,BLCA,cBioPortal,No,No
2,A2M,80232.795492,366,LIHC,cBioPortal,,
567,B2M,52236.463889,36,CHOL,cBioPortal,No,Yes
6125,RPL5,34944.556784,300,OV,cBioPortal,No,Yes
6188,RPS3,35707.027586,87,MESO,cBioPortal,,
2316,FLNA,38541.833044,412,STAD,cBioPortal,,
1915,EEF1A1,86362.690925,412,STAD,cBioPortal,,
51458,RHCG,47907.330437,65,KICH,cBioPortal,,
486,FXYD2,34492.853283,65,KICH,cBioPortal,,
231,AKR1B1,37968.287179,78,ACC,cBioPortal,,
71,ACTG1,99777.550291,515,HNSC,cBioPortal,No,Yes
2495,FTH1,42356.126316,76,SKCM,cBioPortal,,
6188,RPS3,44222.498246,57,UCS,cBioPortal,,
348,APOE,56980.246634,514,LGG,cBioPortal,,
2023,ENO1,42126.898647,510,LUAD,cBioPortal,,
6122,RPL3,66326.952941,119,THYM,cBioPortal,,
811,CALR,32739.406177,497,THCA,cBioPortal,Yes,No
6222,RPS18,126289.394079,173,LAML,cBioPortal,,
6122,RPL3,66298.957778,493,PRAD,cBioPortal,,
4069,LYZ,39602.855208,48,DLBC,cBioPortal,,
2878,GPX3,58009.558755,510,KIRC,cBioPortal,,
6194,RPS6,41168.324726,173,LAML,cBioPortal,,
3853,KRT6A,88337.130057,484,LUSC,cBioPortal,,
6229,RPS24,30917.952875,80,UVM,cBioPortal,,
3848,KRT1,32682.562016,76,SKCM,cBioPortal,,
6132,RPL8,74405.031533,300,OV,cBioPortal,,
1508,CTSB,35503.266330,515,HNSC,cBioPortal,,
2512,FTL,62500.606215,177,PAAD,cBioPortal,,
6175,RPLP0,31118.251350,412,STAD,cBioPortal,,
10568,SLC34A2,42329.755460,510,LUAD,cBioPortal,No,No
718,C3,108856.465556,36,CHOL,cBioPortal,,
7178,TPT1,46078.478993,1082,BRCA,cBioPortal,,
5950,RBP4,143450.763913,366,LIHC,cBioPortal,,
2512,FTL,57674.585906,149,TGCT,cBioPortal,,
1401,CRP,54429.666456,36,CHOL,cBioPortal,,
1938,EEF2,45280.667016,173,LAML,cBioPortal,,
2778,GNAS,30914.627731,119,THYM,cBioPortal,Yes,No
972,CD74,242840.285417,48,DLBC,cBioPortal,Yes,No
3326,HSP90AB1,36081.690296,1082,BRCA,cBioPortal,No,No
7178,TPT1,69872.306052,527,UCEC,cBioPortal,,
6678,SPARC,32501.259128,149,TGCT,cBioPortal,,
972,CD74,60000.521368,300,OV,cBioPortal,Yes,No
10398,MYL9,41879.138808,253,SARC,cBioPortal,,
71,ACTG1,44036.070196,510,KIRC,cBioPortal,No,Yes
720,C4A,60924.218966,87,MESO,cBioPortal,,
6132,RPL8,44710.495312,527,UCEC,cBioPortal,,
7184,HSP90B1,33698.639180,366,LIHC,cBioPortal,,
3872,KRT17,61456.775135,181,ESCA,cBioPortal,,
1937,EEF1G,32311.478246,57,UCS,cBioPortal,,
10410,IFITM3,35329.803279,366,LIHC,cBioPortal,,
3122,HLA-DRA,82707.631250,48,DLBC,cBioPortal,,
344,APOC2,87289.768846,366,LIHC,cBioPortal,,
334,APLP2,67465.209678,497,THCA,cBioPortal,,
5476,CTSA,34126.555385,78,ACC,cBioPortal,,
1938,EEF2,60973.573826,527,UCEC,cBioPortal,,
2512,FTL,59556.240909,407,BLCA,cBioPortal,,
972,CD74,37446.475165,407,BLCA,cBioPortal,Yes,No
972,CD74,54809.359658,497,THCA,cBioPortal,Yes,No
6132,RPL8,55846.858424,592,COADREAD,cBioPortal,,
1208,CLPS,36364.612868,177,PAAD,cBioPortal,,
6176,RPLP1,43754.831579,57,UCS,cBioPortal,,
1277,COL1A1,54371.333329,592,COADREAD,cBioPortal,Yes,No
3242,HPD,36603.197804,366,LIHC,cBioPortal,,
6205,RPS11,43971.966667,57,UCS,cBioPortal,,
6132,RPL8,159128.861250,80,UVM,cBioPortal,,
8755,ADAM6,33267.120910,527,UCEC,cBioPortal,,
4627,MYH9,30893.886111,36,CHOL,cBioPortal,No,No
1277,COL1A1,65770.875231,510,LUAD,cBioPortal,Yes,No
3105,HLA-A,53584.962314,510,KIRC,cBioPortal,No,Yes
79026,AHNAK,45248.550936,515,HNSC,cBioPortal,,
801,CALM1,38187.805337,178,PCPG,cBioPortal,,
3240,HP,437048.160319,366,LIHC,cBioPortal,,
1292,COL6A2,84472.098498,253,SARC,cBioPortal,,
1938,EEF2,74099.467105,76,SKCM,cBioPortal,,
6176,RPLP1,30905.853142,366,LIHC,cBioPortal,,
6696,SPP1,134775.852184,283,KIRP,cBioPortal,,
6222,RPS18,36746.109211,76,SKCM,cBioPortal,,
1191,CLU,98396.874382,283,KIRP,cBioPortal,,
4627,MYH9,38555.986154,65,KICH,cBioPortal,No,No
3880,KRT19,33564.119742,1082,BRCA,cBioPortal,,
5660,PSAP,59371.511053,76,SKCM,cBioPortal,,
718,C3,42671.033704,510,KIRC,cBioPortal,,
1915,EEF1A1,115060.957047,149,TGCT,cBioPortal,,
5315,PKM2,37395.773563,87,MESO,cBioPortal,,
5315,PKM2,47820.146255,510,KIRC,cBioPortal,,
71,ACTG1,105254.322917,48,DLBC,cBioPortal,No,Yes
3856,KRT8,38579.759612,412,STAD,cBioPortal,,
5315,PKM2,46710.654064,283,KIRP,cBioPortal,,
2495,FTH1,47531.257471,87,MESO,cBioPortal,,
2244,FGB,194351.295971,366,LIHC,cBioPortal,,
8755,ADAM6,64464.656245,515,HNSC,cBioPortal,,
3107,HLA-C,35231.071379,515,HNSC,cBioPortal,No,Yes
2495,FTH1,40129.587692,65,KICH,cBioPortal,,
5660,PSAP,34951.267584,149,TGCT,cBioPortal,,
351,APP,44819.675506,178,PCPG,cBioPortal,,
972,CD74,57078.057588,527,UCEC,cBioPortal,Yes,No
55,ACPP,110689.370986,493,PRAD,cBioPortal,,
8755,ADAM6,65366.913597,149,TGCT,cBioPortal,,
6135,RPL11,42328.260417,48,DLBC,cBioPortal,,
6222,RPS18,31860.916176,510,LUAD,cBioPortal,,
3105,HLA-A,33953.177401,177,PAAD,cBioPortal,No,Yes
6678,SPARC,36769.565526,76,SKCM,cBioPortal,,
6280,S100A9,36895.369979,181,ESCA,cBioPortal,,
1915,EEF1A1,67034.311538,78,ACC,cBioPortal,,
5552,SRGN,32467.291290,173,LAML,cBioPortal,,
71,ACTG1,77429.791128,1082,BRCA,cBioPortal,No,Yes
2335,FN1,36408.927017,119,THYM,cBioPortal,,
71,ACTG1,76041.318487,119,THYM,cBioPortal,No,Yes
7178,TPT1,44662.105102,294,CESC,cBioPortal,,
9168,TMSB10,33741.657647,119,THYM,cBioPortal,,
7534,YWHAZ,30767.795661,484,LUSC,cBioPortal,,
2023,ENO1,39952.324138,87,MESO,cBioPortal,,
805,CALM2,34715.052247,178,PCPG,cBioPortal,,
60,ACTB,98193.027778,36,CHOL,cBioPortal,No,No
85414,SLC45A3,42865.147673,493,PRAD,cBioPortal,No,No
6132,RPL8,63880.314035,57,UCS,cBioPortal,,
10562,OLFM4,44729.494335,412,STAD,cBioPortal,,
6143,RPL19,35450.363158,57,UCS,cBioPortal,,
2778,GNAS,67922.644872,78,ACC,cBioPortal,Yes,No
10376,TUBA1B,35383.264664,253,SARC,cBioPortal,,
3106,HLA-B,43549.925053,283,KIRP,cBioPortal,No,Yes
1508,CTSB,32135.704082,294,CESC,cBioPortal,,
203068,TUBB,47755.480702,57,UCS,cBioPortal,,
6175,RPLP0,30999.298880,366,LIHC,cBioPortal,,
2597,GAPDH,40676.770966,497,THCA,cBioPortal,,
1191,CLU,116839.472041,366,LIHC,cBioPortal,,
2495,FTH1,46813.541074,484,LUSC,cBioPortal,,
7178,TPT1,55152.917180,181,ESCA,cBioPortal,,
286887,KRT6C,80798.486333,515,HNSC,cBioPortal,,
9168,TMSB10,36670.796919,527,UCEC,cBioPortal,,
1915,EEF1A1,120454.266078,510,KIRC,cBioPortal,,
60,ACTB,114217.067097,592,COADREAD,cBioPortal,No,No
3106,HLA-B,36271.310750,80,UVM,cBioPortal,No,Yes
10562,OLFM4,38827.733250,592,COADREAD,cBioPortal,,
6229,RPS24,36887.003860,57,UCS,cBioPortal,,
1191,CLU,156289.571401,514,LGG,cBioPortal,,
1915,EEF1A1,58898.288776,294,CESC,cBioPortal,,
3273,HRG,65488.710208,366,LIHC,cBioPortal,,
5284,PIGR,54926.042661,592,COADREAD,cBioPortal,,
6194,RPS6,45607.963158,57,UCS,cBioPortal,,
6168,RPL37A,32937.801681,119,THYM,cBioPortal,,
6125,RPL5,37387.114622,119,THYM,cBioPortal,No,Yes
440387,CTRB2,111036.630408,177,PAAD,cBioPortal,,
1410,CRYAB,46207.488490,514,LGG,cBioPortal,,
3868,KRT16,42047.584431,294,CESC,cBioPortal,,
2023,ENO1,36919.226781,407,BLCA,cBioPortal,,
5265,SERPINA1,39407.042711,497,THCA,cBioPortal,,
226,ALDOA,32895.952874,87,MESO,cBioPortal,,
7846,TUBA1A,75670.812950,139,GBM,cBioPortal,,
6124,RPL4,37706.583274,493,PRAD,cBioPortal,,
6132,RPL8,70467.133557,149,TGCT,cBioPortal,,
7178,TPT1,78630.803361,119,THYM,cBioPortal,,
2597,GAPDH,72581.508197,366,LIHC,cBioPortal,,
6202,RPS8,51345.927500,80,UVM,cBioPortal,,
6191,RPS4X,33528.978553,76,SKCM,cBioPortal,,
6132,RPL8,36940.257177,294,CESC,cBioPortal,,
96610,BMS1P20,66030.602246,484,LUSC,cBioPortal,,
6191,RPS4X,50673.990342,497,THCA,cBioPortal,,
1938,EEF2,45245.805628,366,LIHC,cBioPortal,,
6175,RPLP0,34848.879361,407,BLCA,cBioPortal,,
1938,EEF2,56127.162059,510,KIRC,cBioPortal,,
3326,HSP90AB1,31961.395178,592,COADREAD,cBioPortal,No,No
1938,EEF2,36040.308993,139,GBM,cBioPortal,,
1278,COL1A2,46673.293042,181,ESCA,cBioPortal,,
3939,LDHA,41188.419941,510,KIRC,cBioPortal,,
2778,GNAS,32189.026848,514,LGG,cBioPortal,Yes,No
3312,HSPA8,41367.179167,48,DLBC,cBioPortal,,
2597,GAPDH,70985.103077,65,KICH,cBioPortal,,
6176,RPLP1,42811.654508,300,OV,cBioPortal,,
6224,RPS20,55493.372500,80,UVM,cBioPortal,,
6132,RPL8,38277.183385,65,KICH,cBioPortal,,
2597,GAPDH,70767.888764,178,PCPG,cBioPortal,,
6194,RPS6,42136.492617,149,TGCT,cBioPortal,,
5660,PSAP,30841.436111,36,CHOL,cBioPortal,,
6159,RPL29,33534.620000,80,UVM,cBioPortal,,
60,ACTB,125325.527517,149,TGCT,cBioPortal,No,No
567,B2M,38450.695029,493,PRAD,cBioPortal,No,Yes
2778,GNAS,68126.780000,80,UVM,cBioPortal,Yes,No
71,ACTG1,87916.022222,36,CHOL,cBioPortal,No,Yes
3856,KRT8,56373.556694,36,CHOL,cBioPortal,,
3106,HLA-B,36943.736615,65,KICH,cBioPortal,No,Yes
3326,HSP90AB1,32349.208895,493,PRAD,cBioPortal,No,No
9445,ITM2B,59718.708481,283,KIRP,cBioPortal,,
5660,PSAP,42225.475098,510,LUAD,cBioPortal,,
3853,KRT6A,30914.953027,407,BLCA,cBioPortal,,
7316,UBC,40881.317978,178,PCPG,cBioPortal,,
7178,TPT1,48630.497521,484,LUSC,cBioPortal,,
1116,CHI3L1,91143.764086,139,GBM,cBioPortal,,
2023,ENO1,37060.287329,527,UCEC,cBioPortal,,
6137,RPL13,30956.406491,57,UCS,cBioPortal,,
3488,IGFBP5,31625.683302,510,KIRC,cBioPortal,,
9476,NAPSA,35349.341794,510,LUAD,cBioPortal,,
10457,GPNMB,37049.688750,80,UVM,cBioPortal,,
6122,RPL3,53364.664912,57,UCS,cBioPortal,,
3852,KRT5,116873.612852,484,LUSC,cBioPortal,,
56901,NDUFA4L2,32704.243235,510,KIRC,cBioPortal,,
2335,FN1,50474.269916,407,BLCA,cBioPortal,,
2752,GLUL,40810.926595,514,LGG,cBioPortal,,
811,CALR,42556.944536,366,LIHC,cBioPortal,Yes,No
1277,COL1A1,41889.694474,76,SKCM,cBioPortal,Yes,No
6188,RPS3,66057.067500,80,UVM,cBioPortal,,
3106,HLA-B,101846.406250,48,DLBC,cBioPortal,No,Yes
6124,RPL4,37754.559677,300,OV,cBioPortal,,
5360,PLTP,66007.383622,119,THYM,cBioPortal,,
2512,FTL,37848.885884,294,CESC,cBioPortal,,
3816,KLK1,38336.406986,65,KICH,cBioPortal,,
26986,PABPC1,37745.824270,493,PRAD,cBioPortal,,
972,CD74,41972.927222,36,CHOL,cBioPortal,Yes,No
1048,CEACAM5,114355.438976,592,COADREAD,cBioPortal,,
2597,GAPDH,82146.247279,294,CESC,cBioPortal,,
6277,S100A6,58531.492351,407,BLCA,cBioPortal,,
10399,GNB2L1,32962.623490,149,TGCT,cBioPortal,,
226,ALDOA,46182.991902,510,KIRC,cBioPortal,,
2023,ENO1,33246.138854,253,SARC,cBioPortal,,
2023,ENO1,49083.993299,294,CESC,cBioPortal,,
64065,PERP,34291.208921,181,ESCA,cBioPortal,,
3105,HLA-A,38276.778470,366,LIHC,cBioPortal,No,Yes
10397,NDRG1,51531.303653,510,KIRC,cBioPortal,No,No
8404,SPARCL1,72150.235409,514,LGG,cBioPortal,,
7431,VIM,73880.042446,139,GBM,cBioPortal,,
7178,TPT1,76645.363218,87,MESO,cBioPortal,,
23521,RPL13A,33413.310192,493,PRAD,cBioPortal,,
2597,GAPDH,104180.726796,515,HNSC,cBioPortal,,
5284,PIGR,56281.358676,283,KIRP,cBioPortal,,
6678,SPARC,80300.196403,139,GBM,cBioPortal,,
11167,FSTL1,39038.153399,253,SARC,cBioPortal,Yes,No
308,ANXA5,32318.866250,80,UVM,cBioPortal,,
6132,RPL8,42826.163158,76,SKCM,cBioPortal,,
71,ACTG1,104743.389655,87,MESO,cBioPortal,No,Yes
5265,SERPINA1,37804.972004,510,KIRC,cBioPortal,,
203068,TUBB,36691.047917,48,DLBC,cBioPortal,,
6439,SFTPB,194894.917501,510,LUAD,cBioPortal,,
1066,CES1,80828.916094,366,LIHC,cBioPortal,,
301,ANXA1,38299.931161,515,HNSC,cBioPortal,,
6205,RPS11,31817.673563,87,MESO,cBioPortal,,
6187,RPS2,54599.351250,80,UVM,cBioPortal,,
476,ATP1A1,62246.605263,76,SKCM,cBioPortal,Yes,Yes
25873,RPL36,34587.836250,80,UVM,cBioPortal,,
567,B2M,45705.063852,283,KIRP,cBioPortal,No,Yes
1281,COL3A1,63311.421412,412,STAD,cBioPortal,,
6175,RPLP0,42089.566667,57,UCS,cBioPortal,,
2597,GAPDH,33459.479435,493,PRAD,cBioPortal,,
6176,RPLP1,43732.362531,527,UCEC,cBioPortal,,
2495,FTH1,33419.904802,177,PAAD,cBioPortal,,
1832,DSP,76156.641496,515,HNSC,cBioPortal,,
63036,CELA2A,44867.604138,177,PAAD,cBioPortal,,
476,ATP1A1,33184.954930,497,THCA,cBioPortal,Yes,Yes
3481,IGF2,199565.596281,57,UCS,cBioPortal,Yes,No
6176,RPLP1,102861.232500,80,UVM,cBioPortal,,
6205,RPS11,51998.872269,119,THYM,cBioPortal,,
55600,ITLN1,218993.930994,87,MESO,cBioPortal,,
6273,S100A2,44941.213264,515,HNSC,cBioPortal,,
2495,FTH1,49415.095775,497,THCA,cBioPortal,,
1509,CTSD,32808.718079,177,PAAD,cBioPortal,,
51280,GOLM1,31007.839096,493,PRAD,cBioPortal,,
9168,TMSB10,31778.388814,253,SARC,cBioPortal,,
3853,KRT6A,89803.199022,294,CESC,cBioPortal,,
6222,RPS18,48755.173826,149,TGCT,cBioPortal,,
1915,EEF1A1,109272.491228,57,UCS,cBioPortal,,
2495,FTH1,32423.533333,57,UCS,cBioPortal,,
60,ACTB,55962.050000,178,PCPG,cBioPortal,No,No
7857,SCG2,109354.905096,178,PCPG,cBioPortal,,
2597,GAPDH,64056.738889,36,CHOL,cBioPortal,,
2597,GAPDH,95660.584173,139,GBM,cBioPortal,,
972,CD74,67998.078655,119,THYM,cBioPortal,Yes,No
2023,ENO1,40892.912781,300,OV,cBioPortal,,
1938,EEF2,49616.057895,57,UCS,cBioPortal,,
629,CFB,44595.372069,87,MESO,cBioPortal,,
811,CALR,37012.182173,527,UCEC,cBioPortal,Yes,No
3872,KRT17,53083.730700,76,SKCM,cBioPortal,,
6223,RPS19,36897.790604,149,TGCT,cBioPortal,,
7316,UBC,36222.522222,36,CHOL,cBioPortal,,
2512,FTL,52864.716667,78,ACC,cBioPortal,,
2670,GFAP,435316.611615,514,LGG,cBioPortal,,
3852,KRT5,53363.245296,407,BLCA,cBioPortal,,
3872,KRT17,228805.665920,515,HNSC,cBioPortal,,
2778,GNAS,31726.038983,1082,BRCA,cBioPortal,Yes,No
